,imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics,Channel,Date,Start time,Programme Title,End time,Dur min,'000 (U/W) Children,Share Children,TVR Children,'000 (U/W) 55+ Adults,Share 55+ Adults,TVR 55+ Adults,'000 (U/W) 16-34 Adults,Share 16-34 Adults,TVR 16-34 Adults,'000 (U/W) 45-54 Adults,Share 45-54 Adults,TVR 45-54 Adults,'000 (U/W) 16-44 Adults,Share 16-44 Adults,TVR 16-44 Adults
3052,tt0381061,casino royale,Casino Royale,2006,2007-01-05,"Action, Adventure, Thriller",144.0,"UK, Czech Republic, USA, Germany, Bahamas","English, Serbian, German, Italian, French",Martin Campbell,"Neal Purvis, Robert Wade",Columbia Pictures,"Daniel Craig, Eva Green, Mads Mikkelsen, Judi Dench, Jeffrey Wright, Giancarlo Giannini, Caterina Murino, Simon Abkarian, Isaach De Bankolé, Jesper Christensen, Ivana Milicevic, Tobias Menzies, Claudio Santamaria, Sebastien Foucan, Malcolm Sinclair","After earning 00 status and a licence to kill, Secret Agent James Bond sets out on his first mission as 007. Bond must defeat a private banker funding terrorists in a high-stakes game of poker at Casino Royale, Montenegro.",8.0,569968.0,$ 150000000,$ 167445960,$ 616501619,80.0,2409.0,350.0,ITV,13/09/2015,22:21:32,casino royale,25:01:38,160.0,21.9,9.8471,0.24994,376.8,10.2506,2.09089,99.0,5.3063,0.67804,134.1,7.4298,1.51167,174.2,5.394,0.77063
3053,tt0381061,casino royale,Casino Royale,2006,2007-01-05,"Action, Adventure, Thriller",144.0,"UK, Czech Republic, USA, Germany, Bahamas","English, Serbian, German, Italian, French",Martin Campbell,"Neal Purvis, Robert Wade",Columbia Pictures,"Daniel Craig, Eva Green, Mads Mikkelsen, Judi Dench, Jeffrey Wright, Giancarlo Giannini, Caterina Murino, Simon Abkarian, Isaach De Bankolé, Jesper Christensen, Ivana Milicevic, Tobias Menzies, Claudio Santamaria, Sebastien Foucan, Malcolm Sinclair","After earning 00 status and a licence to kill, Secret Agent James Bond sets out on his first mission as 007. Bond must defeat a private banker funding terrorists in a high-stakes game of poker at Casino Royale, Montenegro.",8.0,569968.0,$ 150000000,$ 167445960,$ 616501619,80.0,2409.0,350.0,ITV,17/07/2016,21:02:03,casino royale,22:30:58,88.0,37.9,4.1658,0.4246,759.4,7.3572,4.07862,216.6,5.7709,1.4856,289.1,7.3177,3.2108,414.5,6.43,1.83797
3054,tt0381061,casino royale,Casino Royale,2006,2007-01-05,"Action, Adventure, Thriller",144.0,"UK, Czech Republic, USA, Germany, Bahamas","English, Serbian, German, Italian, French",Martin Campbell,"Neal Purvis, Robert Wade",Columbia Pictures,"Daniel Craig, Eva Green, Mads Mikkelsen, Judi Dench, Jeffrey Wright, Giancarlo Giannini, Caterina Murino, Simon Abkarian, Isaach De Bankolé, Jesper Christensen, Ivana Milicevic, Tobias Menzies, Claudio Santamaria, Sebastien Foucan, Malcolm Sinclair","After earning 00 status and a licence to kill, Secret Agent James Bond sets out on his first mission as 007. Bond must defeat a private banker funding terrorists in a high-stakes game of poker at Casino Royale, Montenegro.",8.0,569968.0,$ 150000000,$ 167445960,$ 616501619,80.0,2409.0,350.0,ITV,17/07/2016,22:52:20,casino royale,24:06:21,74.0,20.9,6.4887,0.23415,615.0,13.6418,3.30307,119.5,5.8001,0.81962,179.0,7.6012,1.98801,277.2,7.7861,1.22916
3055,tt0381061,casino royale,Casino Royale,2006,2007-01-05,"Action, Adventure, Thriller",144.0,"UK, Czech Republic, USA, Germany, Bahamas","English, Serbian, German, Italian, French",Martin Campbell,"Neal Purvis, Robert Wade",Columbia Pictures,"Daniel Craig, Eva Green, Mads Mikkelsen, Judi Dench, Jeffrey Wright, Giancarlo Giannini, Caterina Murino, Simon Abkarian, Isaach De Bankolé, Jesper Christensen, Ivana Milicevic, Tobias Menzies, Claudio Santamaria, Sebastien Foucan, Malcolm Sinclair","After earning 00 status and a licence to kill, Secret Agent James Bond sets out on his first mission as 007. Bond must defeat a private banker funding terrorists in a high-stakes game of poker at Casino Royale, Montenegro.",8.0,569968.0,$ 150000000,$ 167445960,$ 616501619,80.0,2409.0,350.0,ITV,24/06/2017,21:04:00,casino royale,23:46:36,162.0,44.3,5.3827,0.49129,971.4,12.6643,5.10887,210.4,8.3087,1.45646,333.2,10.5734,3.69197,369.4,7.6043,1.64992
3056,tt0381061,casino royale,Casino Royale,2006,2007-01-05,"Action, Adventure, Thriller",144.0,"UK, Czech Republic, USA, Germany, Bahamas","English, Serbian, German, Italian, French",Martin Campbell,"Neal Purvis, Robert Wade",Columbia Pictures,"Daniel Craig, Eva Green, Mads Mikkelsen, Judi Dench, Jeffrey Wright, Giancarlo Giannini, Caterina Murino, Simon Abkarian, Isaach De Bankolé, Jesper Christensen, Ivana Milicevic, Tobias Menzies, Claudio Santamaria, Sebastien Foucan, Malcolm Sinclair","After earning 00 status and a licence to kill, Secret Agent James Bond sets out on his first mission as 007. Bond must defeat a private banker funding terrorists in a high-stakes game of poker at Casino Royale, Montenegro.",8.0,569968.0,$ 150000000,$ 167445960,$ 616501619,80.0,2409.0,350.0,ITV,24/12/2017,24:49:38,casino royale,27:01:00,131.0,0.0,0.0,0.0,61.7,4.6048,0.31905,8.9,1.4831,0.0614,14.4,1.8927,0.16098,17.3,1.7462,0.07731
3057,tt0381061,casino royale,Casino Royale,2006,2007-01-05,"Action, Adventure, Thriller",144.0,"UK, Czech Republic, USA, Germany, Bahamas","English, Serbian, German, Italian, French",Martin Campbell,"Neal Purvis, Robert Wade",Columbia Pictures,"Daniel Craig, Eva Green, Mads Mikkelsen, Judi Dench, Jeffrey Wright, Giancarlo Giannini, Caterina Murino, Simon Abkarian, Isaach De Bankolé, Jesper Christensen, Ivana Milicevic, Tobias Menzies, Claudio Santamaria, Sebastien Foucan, Malcolm Sinclair","After earning 00 status and a licence to kill, Secret Agent James Bond sets out on his first mission as 007. Bond must defeat a private banker funding terrorists in a high-stakes game of poker at Casino Royale, Montenegro.",8.0,569968.0,$ 150000000,$ 167445960,$ 616501619,80.0,2409.0,350.0,ITV,31/12/2017,09:50:51,casino royale,12:20:30,149.0,10.0,0.847,0.1086,164.0,4.8214,0.84803,24.8,1.6864,0.17111,59.7,3.9797,0.66741,40.0,1.5449,0.17875
3058,tt0381061,casino royale,Casino Royale,2006,2007-01-05,"Action, Adventure, Thriller",144.0,"UK, Czech Republic, USA, Germany, Bahamas","English, Serbian, German, Italian, French",Martin Campbell,"Neal Purvis, Robert Wade",Columbia Pictures,"Daniel Craig, Eva Green, Mads Mikkelsen, Judi Dench, Jeffrey Wright, Giancarlo Giannini, Caterina Murino, Simon Abkarian, Isaach De Bankolé, Jesper Christensen, Ivana Milicevic, Tobias Menzies, Claudio Santamaria, Sebastien Foucan, Malcolm Sinclair","After earning 00 status and a licence to kill, Secret Agent James Bond sets out on his first mission as 007. Bond must defeat a private banker funding terrorists in a high-stakes game of poker at Casino Royale, Montenegro.",8.0,569968.0,$ 150000000,$ 167445960,$ 616501619,80.0,2409.0,350.0,ITV,03/06/2018,10:23:33,casino royale,12:55:33,152.0,12.8,1.82,0.13821,94.8,3.5381,0.48546,11.2,1.3664,0.07693,43.7,4.3726,0.49101,43.2,2.7449,0.19192
3059,tt0381061,casino royale,Casino Royale,2006,2007-01-05,"Action, Adventure, Thriller",144.0,"UK, Czech Republic, USA, Germany, Bahamas","English, Serbian, German, Italian, French",Martin Campbell,"Neal Purvis, Robert Wade",Columbia Pictures,"Daniel Craig, Eva Green, Mads Mikkelsen, Judi Dench, Jeffrey Wright, Giancarlo Giannini, Caterina Murino, Simon Abkarian, Isaach De Bankolé, Jesper Christensen, Ivana Milicevic, Tobias Menzies, Claudio Santamaria, Sebastien Foucan, Malcolm Sinclair","After earning 00 status and a licence to kill, Secret Agent James Bond sets out on his first mission as 007. Bond must defeat a private banker funding terrorists in a high-stakes game of poker at Casino Royale, Montenegro.",8.0,569968.0,$ 150000000,$ 167445960,$ 616501619,80.0,2409.0,350.0,ITV,23/12/2018,21:03:10,casino royale,23:46:22,163.0,36.8,4.6191,0.39358,768.2,8.6835,3.90365,236.3,9.282,1.65569,302.8,9.0994,3.41684,417.0,8.7238,1.87441
3060,tt0381061,casino royale,Casino Royale,2006,2007-01-05,"Action, Adventure, Thriller",144.0,"UK, Czech Republic, USA, Germany, Bahamas","English, Serbian, German, Italian, French",Martin Campbell,"Neal Purvis, Robert Wade",Columbia Pictures,"Daniel Craig, Eva Green, Mads Mikkelsen, Judi Dench, Jeffrey Wright, Giancarlo Giannini, Caterina Murino, Simon Abkarian, Isaach De Bankolé, Jesper Christensen, Ivana Milicevic, Tobias Menzies, Claudio Santamaria, Sebastien Foucan, Malcolm Sinclair","After earning 00 status and a licence to kill, Secret Agent James Bond sets out on his first mission as 007. Bond must defeat a private banker funding terrorists in a high-stakes game of poker at Casino Royale, Montenegro.",8.0,569968.0,$ 150000000,$ 167445960,$ 616501619,80.0,2409.0,350.0,ITV,21/12/2019,20:12:10,casino royale,22:52:43,160.0,37.0,3.722,0.39174,657.9,6.4954,3.27933,107.4,4.9282,0.75205,166.4,5.2156,1.90476,242.0,5.926,1.08666
3061,tt0381061,casino royale,Casino Royale,2006,2007-01-05,"Action, Adventure, Thriller",144.0,"UK, Czech Republic, USA, Germany, Bahamas","English, Serbian, German, Italian, French",Martin Campbell,"Neal Purvis, Robert Wade",Columbia Pictures,"Daniel Craig, Eva Green, Mads Mikkelsen, Judi Dench, Jeffrey Wright, Giancarlo Giannini, Caterina Murino, Simon Abkarian, Isaach De Bankolé, Jesper Christensen, Ivana Milicevic, Tobias Menzies, Claudio Santamaria, Sebastien Foucan, Malcolm Sinclair","After earning 00 status and a licence to kill, Secret Agent James Bond sets out on his first mission as 007. Bond must defeat a private banker funding terrorists in a high-stakes game of poker at Casino Royale, Montenegro.",8.0,569968.0,$ 150000000,$ 167445960,$ 616501619,80.0,2409.0,350.0,ITV,24/12/2019,24:45:09,casino royale,26:53:20,128.0,0.0,0.0,0.0,38.8,3.3018,0.1934,6.2,1.4483,0.04341,8.0,1.3585,0.09158,13.7,1.7192,0.06152
3062,tt0382765,jindabyne,Jindabyne,2006,2006-07-20,"Crime, Drama, Mystery",123.0,Australia,"English, Irish, Aboriginal",Ray Lawrence,"Beatrix Christian, Raymond Carver",April Films,"Chris Haywood, Tatea Reilly, Laura Linney, Sean Rees-Wemyss, Gabriel Byrne, Deborra-Lee Furness, John Howard, Eva Lazzaro, Maya Daniels, Bob Baines, Max Cullen, Stelios Yiakmis, Simon Stone, Victoria Allen, Leah Purcell","After four men on a fishing trip discover a dead body in the water, they choose to delay reporting it and continue fishing.",6.3,6347.0,AUD 15000000,$ 400438,$ 6044112,65.0,114.0,75.0,BBC 1,20/05/2014,23:42:11,jindabyne,25:36:54,114.0,1.9,1.9771,0.02175,162.2,10.0527,0.91205,16.1,1.7692,0.10712,62.3,6.4081,0.70276,60.7,3.7476,0.26162
3063,tt0382765,jindabyne,Jindabyne,2006,2006-07-20,"Crime, Drama, Mystery",123.0,Australia,"English, Irish, Aboriginal",Ray Lawrence,"Beatrix Christian, Raymond Carver",April Films,"Chris Haywood, Tatea Reilly, Laura Linney, Sean Rees-Wemyss, Gabriel Byrne, Deborra-Lee Furness, John Howard, Eva Lazzaro, Maya Daniels, Bob Baines, Max Cullen, Stelios Yiakmis, Simon Stone, Victoria Allen, Leah Purcell","After four men on a fishing trip discover a dead body in the water, they choose to delay reporting it and continue fishing.",6.3,6347.0,AUD 15000000,$ 400438,$ 6044112,65.0,114.0,75.0,BBC 1,20/05/2014,24:11:33,jindabyne,26:06:16,114.0,0.0,0.0,0.0,8.9,0.7859,0.05004,0.0,0.0,0.0,8.2,1.1048,0.0925,0.0,0.0,0.0
3064,tt0382765,jindabyne,Jindabyne,2006,2006-07-20,"Crime, Drama, Mystery",123.0,Australia,"English, Irish, Aboriginal",Ray Lawrence,"Beatrix Christian, Raymond Carver",April Films,"Chris Haywood, Tatea Reilly, Laura Linney, Sean Rees-Wemyss, Gabriel Byrne, Deborra-Lee Furness, John Howard, Eva Lazzaro, Maya Daniels, Bob Baines, Max Cullen, Stelios Yiakmis, Simon Stone, Victoria Allen, Leah Purcell","After four men on a fishing trip discover a dead body in the water, they choose to delay reporting it and continue fishing.",6.3,6347.0,AUD 15000000,$ 400438,$ 6044112,65.0,114.0,75.0,BBC 1,29/04/2015,23:32:24,jindabyne,25:27:07,114.0,17.7,16.0326,0.20305,194.1,10.3305,1.08085,37.3,3.8745,0.25447,52.4,5.0918,0.59156,77.9,4.5713,0.34334
3065,tt0382765,jindabyne,Jindabyne,2006,2006-07-20,"Crime, Drama, Mystery",123.0,Australia,"English, Irish, Aboriginal",Ray Lawrence,"Beatrix Christian, Raymond Carver",April Films,"Chris Haywood, Tatea Reilly, Laura Linney, Sean Rees-Wemyss, Gabriel Byrne, Deborra-Lee Furness, John Howard, Eva Lazzaro, Maya Daniels, Bob Baines, Max Cullen, Stelios Yiakmis, Simon Stone, Victoria Allen, Leah Purcell","After four men on a fishing trip discover a dead body in the water, they choose to delay reporting it and continue fishing.",6.3,6347.0,AUD 15000000,$ 400438,$ 6044112,65.0,114.0,75.0,BBC 1,29/04/2015,23:47:39,jindabyne,25:42:21,114.0,1.7,1.749,0.0195,37.8,2.4436,0.21049,15.3,1.8554,0.10438,3.5,0.3862,0.03951,27.7,1.9052,0.12209
3075,tt0386140,the legend of zorro,The Legend of Zorro,2005,2005-10-28,"Action, Adventure, Romance",129.0,"USA, Mexico","English, Spanish",Martin Campbell,"Roberto Orci, Alex Kurtzman",Columbia Pictures,"Alberto Reyes, Julio Oscar Mechoso, Gustavo Sánchez Parra, Adrian Alonso, Nick Chinlund, Giovanna Zacarías, Carlos Cobos, Antonio Banderas, Michael Emerson, Shuler Hensley, Pedro Armendáriz Jr., Mary Crosby, Catherine Zeta-Jones, Mauricio Bonet, Fernando Becerril","Despite trying to keep his swashbuckling to a minimum, a threat to California's pending statehood causes the adventure-loving Don Alejandro de la Vega and his wife, Elena, to take action.",6.0,91465.0,$ 75000000,$ 46464023,$ 142400065,47.0,255.0,132.0,CH4,18/08/2013,13:29:52,the legend of zorro,15:57:41,147.0,37.2,3.3495,0.43357,129.5,3.1075,0.73831,108.8,5.4267,0.73653,91.1,5.7137,1.03912,160.2,4.8858,0.6992
3076,tt0386140,the legend of zorro,The Legend of Zorro,2005,2005-10-28,"Action, Adventure, Romance",129.0,"USA, Mexico","English, Spanish",Martin Campbell,"Roberto Orci, Alex Kurtzman",Columbia Pictures,"Alberto Reyes, Julio Oscar Mechoso, Gustavo Sánchez Parra, Adrian Alonso, Nick Chinlund, Giovanna Zacarías, Carlos Cobos, Antonio Banderas, Michael Emerson, Shuler Hensley, Pedro Armendáriz Jr., Mary Crosby, Catherine Zeta-Jones, Mauricio Bonet, Fernando Becerril","Despite trying to keep his swashbuckling to a minimum, a threat to California's pending statehood causes the adventure-loving Don Alejandro de la Vega and his wife, Elena, to take action.",6.0,91465.0,$ 75000000,$ 46464023,$ 142400065,47.0,255.0,132.0,CH4,05/10/2014,16:02:23,the legend of zorro,18:30:42,148.0,35.3,2.4133,0.40551,193.7,3.0049,1.08722,106.0,3.9158,0.70818,109.8,4.7167,1.23998,163.1,3.7809,0.70793
3077,tt0386140,the legend of zorro,The Legend of Zorro,2005,2005-10-28,"Action, Adventure, Romance",129.0,"USA, Mexico","English, Spanish",Martin Campbell,"Roberto Orci, Alex Kurtzman",Columbia Pictures,"Alberto Reyes, Julio Oscar Mechoso, Gustavo Sánchez Parra, Adrian Alonso, Nick Chinlund, Giovanna Zacarías, Carlos Cobos, Antonio Banderas, Michael Emerson, Shuler Hensley, Pedro Armendáriz Jr., Mary Crosby, Catherine Zeta-Jones, Mauricio Bonet, Fernando Becerril","Despite trying to keep his swashbuckling to a minimum, a threat to California's pending statehood causes the adventure-loving Don Alejandro de la Vega and his wife, Elena, to take action.",6.0,91465.0,$ 75000000,$ 46464023,$ 142400065,47.0,255.0,132.0,CH4,01/11/2015,12:30:03,the legend of zorro,14:59:03,149.0,48.8,4.4163,0.55765,141.4,3.7417,0.78351,83.1,5.0523,0.5731,72.8,5.4516,0.82065,153.9,5.4592,0.68531
3078,tt0386140,the legend of zorro,The Legend of Zorro,2005,2005-10-28,"Action, Adventure, Romance",129.0,"USA, Mexico","English, Spanish",Martin Campbell,"Roberto Orci, Alex Kurtzman",Columbia Pictures,"Alberto Reyes, Julio Oscar Mechoso, Gustavo Sánchez Parra, Adrian Alonso, Nick Chinlund, Giovanna Zacarías, Carlos Cobos, Antonio Banderas, Michael Emerson, Shuler Hensley, Pedro Armendáriz Jr., Mary Crosby, Catherine Zeta-Jones, Mauricio Bonet, Fernando Becerril","Despite trying to keep his swashbuckling to a minimum, a threat to California's pending statehood causes the adventure-loving Don Alejandro de la Vega and his wife, Elena, to take action.",6.0,91465.0,$ 75000000,$ 46464023,$ 142400065,47.0,255.0,132.0,Sky 1,12/02/2018,21:00:32,the legend of zorro,23:25:55,145.0,0.1,0.0125,0.00108,29.5,0.2986,0.15203,11.9,0.4272,0.08156,30.4,0.8492,0.34073,39.6,0.767,0.17576
3079,tt0386140,the legend of zorro,The Legend of Zorro,2005,2005-10-28,"Action, Adventure, Romance",129.0,"USA, Mexico","English, Spanish",Martin Campbell,"Roberto Orci, Alex Kurtzman",Columbia Pictures,"Alberto Reyes, Julio Oscar Mechoso, Gustavo Sánchez Parra, Adrian Alonso, Nick Chinlund, Giovanna Zacarías, Carlos Cobos, Antonio Banderas, Michael Emerson, Shuler Hensley, Pedro Armendáriz Jr., Mary Crosby, Catherine Zeta-Jones, Mauricio Bonet, Fernando Becerril","Despite trying to keep his swashbuckling to a minimum, a threat to California's pending statehood causes the adventure-loving Don Alejandro de la Vega and his wife, Elena, to take action.",6.0,91465.0,$ 75000000,$ 46464023,$ 142400065,47.0,255.0,132.0,Sky 1,18/02/2018,15:31:21,the legend of zorro,17:57:36,146.0,24.6,1.838,0.26652,42.0,0.5429,0.21645,16.6,0.789,0.11378,42.4,1.7197,0.47523,25.2,0.6941,0.11185
3080,tt0388315,out of control,Out of Control,2003,2003-11-21,"Comedy, Drama, Romance",124.0,"India, USA","Hindi, English","Apurva Asrani, Ramanjit Juneja","Rakesh Bakshi, Rakesh Bakshi",Bollywood Hollywood Production,"Riteish Deshmukh, Brande Roderick, Hrishitaa Bhatt, Noémi Besedes, Rick Federman, Satish Kaushik, Afroditi Kontos, Kenneth Mergen, Navin Nischol, Michael Pocchio, Amrish Puri, Elizabeth Shah, Emily Shah, Satish Shah, Himani Shivpuri","When his work permit expires in New York, Jaswinder Bedi gets married to a bar dancer, Sally Turner, and moves in with her. When he is informed that his Patiala-based father, Jatta Singh ...",3.4,226.0,,$ 36486,$ 1553195,,4.0,1.0,Channel 5,26/07/2013,15:17:16,out of control,16:56:01,98.0,12.7,1.5925,0.14821,292.3,8.6426,1.66771,37.9,3.1927,0.25679,63.4,6.0272,0.72341,45.9,2.4377,0.20049
3081,tt0388315,out of control,Out of Control,2003,2003-11-21,"Comedy, Drama, Romance",124.0,"India, USA","Hindi, English","Apurva Asrani, Ramanjit Juneja","Rakesh Bakshi, Rakesh Bakshi",Bollywood Hollywood Production,"Riteish Deshmukh, Brande Roderick, Hrishitaa Bhatt, Noémi Besedes, Rick Federman, Satish Kaushik, Afroditi Kontos, Kenneth Mergen, Navin Nischol, Michael Pocchio, Amrish Puri, Elizabeth Shah, Emily Shah, Satish Shah, Himani Shivpuri","When his work permit expires in New York, Jaswinder Bedi gets married to a bar dancer, Sally Turner, and moves in with her. When he is informed that his Patiala-based father, Jatta Singh ...",3.4,226.0,,$ 36486,$ 1553195,,4.0,1.0,Channel 5,21/05/2014,15:17:11,out of control,16:56:07,98.0,1.7,0.2564,0.01946,245.7,7.2557,1.38158,9.4,0.8759,0.06254,49.7,6.1154,0.56063,16.7,0.9899,0.07198
3082,tt0388315,out of control,Out of Control,2003,2003-11-21,"Comedy, Drama, Romance",124.0,"India, USA","Hindi, English","Apurva Asrani, Ramanjit Juneja","Rakesh Bakshi, Rakesh Bakshi",Bollywood Hollywood Production,"Riteish Deshmukh, Brande Roderick, Hrishitaa Bhatt, Noémi Besedes, Rick Federman, Satish Kaushik, Afroditi Kontos, Kenneth Mergen, Navin Nischol, Michael Pocchio, Amrish Puri, Elizabeth Shah, Emily Shah, Satish Shah, Himani Shivpuri","When his work permit expires in New York, Jaswinder Bedi gets married to a bar dancer, Sally Turner, and moves in with her. When he is informed that his Patiala-based father, Jatta Singh ...",3.4,226.0,,$ 36486,$ 1553195,,4.0,1.0,Channel 5,02/03/2015,15:16:00,out of control,16:53:43,97.0,2.6,0.3252,0.02991,391.3,8.1558,2.17788,35.8,2.7737,0.24132,58.3,5.1989,0.65712,51.2,2.4798,0.22343
3091,tt0398027,down in the valley,Down in the Valley,2005,2006-10-20,"Drama, Romance, Thriller",108.0,USA,English,David Jacobson,David Jacobson,Element Films,"Edward Norton, Evan Rachel Wood, David Morse, Rory Culkin, Bruce Dern, John Diehl, Geoffrey Lewis, Elizabeth Peña, Kat Dennings, Hunter Parrish, Aviva Baumann, Aaron Fors, Heather Ashleigh, Jennifer Echols, Cesar Flores","Set in the present-day San Fernando Valley, the project revolves around a delusional man who believes he's a cowboy and the relationship that he starts with a rebellious young woman.",6.4,17757.0,$ 8000000,$ 568932,$ 855009,65.0,114.0,70.0,BBC 2,17/03/2013,24:47:46,down in the valley,26:32:19,104.0,0.0,0.0,0.0,45.7,5.0925,0.26131,4.8,0.7164,0.03244,23.6,4.3615,0.27018,36.7,3.1184,0.15925
3092,tt0398712,assault on precinct 13,Assault on Precinct 13,2005,2005-12-09,"Action, Crime, Drama",109.0,"France, USA","English, Serbian",Jean-François Richet,"John Carpenter, James DeMonaco",Rogue Pictures,"Ethan Hawke, Laurence Fishburne, Gabriel Byrne, Maria Bello, Drea de Matteo, John Leguizamo, Brian Dennehy, Ja Rule, Currie Graham, Aisha Hinds, Matt Craven, Fulvio Cecere, Peter Bryant, Kim Coates, Hugh Dillon","A police sergeant must rally the cops and prisoners together to protect themselves on New Year's Eve, just as corrupt policeman surround the station with the intent of killing all to keep their deception in the ranks.",6.3,72684.0,$ 30000000,$ 20040895,$ 35294470,54.0,232.0,72.0,Sky 1,13/02/2016,21:59:42,assault on precinct 13,23:56:45,117.0,0.0,0.0,0.0,31.7,0.4761,0.17155,22.5,0.8362,0.15378,27.7,0.9411,0.3071,41.6,0.8614,0.18338
3093,tt0398712,assault on precinct 13,Assault on Precinct 13,2005,2005-12-09,"Action, Crime, Drama",109.0,"France, USA","English, Serbian",Jean-François Richet,"John Carpenter, James DeMonaco",Rogue Pictures,"Ethan Hawke, Laurence Fishburne, Gabriel Byrne, Maria Bello, Drea de Matteo, John Leguizamo, Brian Dennehy, Ja Rule, Currie Graham, Aisha Hinds, Matt Craven, Fulvio Cecere, Peter Bryant, Kim Coates, Hugh Dillon","A police sergeant must rally the cops and prisoners together to protect themselves on New Year's Eve, just as corrupt policeman surround the station with the intent of killing all to keep their deception in the ranks.",6.3,72684.0,$ 30000000,$ 20040895,$ 35294470,54.0,232.0,72.0,Sky 1,16/02/2016,22:00:25,assault on precinct 13,23:56:38,116.0,1.3,0.2182,0.01462,52.9,0.8651,0.28627,7.0,0.2781,0.04784,21.9,0.8126,0.24279,20.5,0.481,0.09037
3094,tt0398712,assault on precinct 13,Assault on Precinct 13,2005,2005-12-09,"Action, Crime, Drama",109.0,"France, USA","English, Serbian",Jean-François Richet,"John Carpenter, James DeMonaco",Rogue Pictures,"Ethan Hawke, Laurence Fishburne, Gabriel Byrne, Maria Bello, Drea de Matteo, John Leguizamo, Brian Dennehy, Ja Rule, Currie Graham, Aisha Hinds, Matt Craven, Fulvio Cecere, Peter Bryant, Kim Coates, Hugh Dillon","A police sergeant must rally the cops and prisoners together to protect themselves on New Year's Eve, just as corrupt policeman surround the station with the intent of killing all to keep their deception in the ranks.",6.3,72684.0,$ 30000000,$ 20040895,$ 35294470,54.0,232.0,72.0,Sky 1,29/10/2016,22:00:09,assault on precinct 13,24:02:10,122.0,2.6,0.3623,0.02914,38.5,0.5846,0.20581,27.6,1.1081,0.18993,55.3,1.9925,0.61492,60.2,1.364,0.26773
3095,tt0398712,assault on precinct 13,Assault on Precinct 13,2005,2005-12-09,"Action, Crime, Drama",109.0,"France, USA","English, Serbian",Jean-François Richet,"John Carpenter, James DeMonaco",Rogue Pictures,"Ethan Hawke, Laurence Fishburne, Gabriel Byrne, Maria Bello, Drea de Matteo, John Leguizamo, Brian Dennehy, Ja Rule, Currie Graham, Aisha Hinds, Matt Craven, Fulvio Cecere, Peter Bryant, Kim Coates, Hugh Dillon","A police sergeant must rally the cops and prisoners together to protect themselves on New Year's Eve, just as corrupt policeman surround the station with the intent of killing all to keep their deception in the ranks.",6.3,72684.0,$ 30000000,$ 20040895,$ 35294470,54.0,232.0,72.0,Sky 1,04/11/2016,23:00:37,assault on precinct 13,25:03:10,122.0,7.1,2.4249,0.0795,13.3,0.4195,0.07104,27.0,1.9748,0.18563,2.4,0.1462,0.02665,46.2,1.8675,0.20531
3096,tt0398913,doa: dead or alive,DOA: Dead or Alive,2006,2006-09-08,"Action, Adventure, Mystery",87.0,"UK, Germany, Japan, USA",English,Corey Yuen,"J.F. Lawton, Adam Gross",Dimension Films,"Jaime Pressly, Devon Aoki, Holly Valance, Sarah Carter, Natassia Malthe, Kane Kosugi, Matthew Marsden, Eric Roberts, Steve Howey, Brian White, Kevin Nash, Collin Chou, Derek Boyer, Silvio Simac, Fang Liu","The world's best fighters are invited to DOA, an invitational martial arts contest. There, four female rival fighters will have to work together to uncover the secret that the organizer of the tournament is trying to hide.",4.8,42784.0,$ 21000000,$ 480813,$ 7563172,38.0,191.0,123.0,ITV,16/08/2013,22:39:17,doa: dead or alive,24:10:46,91.0,23.3,3.8022,0.27156,279.7,6.5386,1.59464,91.2,3.6887,0.61738,149.7,6.6359,1.70754,195.9,4.6948,0.85501
3118,tt0404203,little children,Little Children,2006,2007-02-09,"Comedy, Drama, Romance",137.0,USA,English,Todd Field,"Todd Field, Tom Perrotta",New Line Cinema,"Kate Winslet, Jennifer Connelly, Patrick Wilson, Jackie Earle Haley, Noah Emmerich, Gregg Edelman, Phyllis Somerville, Raymond J. Barry, Jane Adams, Ty Simpkins, Sadie Goldstein, Helen Carey, Sarah Buxton, Mary B. McCann, Trini Alvarado","The lives of two lovelorn spouses from separate marriages, a registered sex offender, and a disgraced ex-police officer intersect as they struggle to resist their vulnerabilities and temptations in suburban Massachusetts.",7.5,104097.0,$ 26000000,$ 5463019,$ 14821658,75.0,333.0,247.0,CH4,31/03/2014,24:14:36,little children,26:30:49,136.0,0.0,0.0,0.0,42.4,3.7675,0.23879,11.9,1.4772,0.07945,22.9,3.5449,0.25849,42.3,3.2268,0.1824
3119,tt0404802,the notorious bettie page,The Notorious Bettie Page,2005,2006-05-05,"Biography, Drama",91.0,USA,English,Mary Harron,"Mary Harron, Guinevere Turner",HBO Films,"Gretchen Mol, Chris Bauer, Jared Harris, Sarah Paulson, Cara Seymour, David Strathairn, Lili Taylor, John Cullum, Matt McGrath, Austin Pendleton, Norman Reedus, Dallas Roberts, Victor Slezak, Tara Subkoff, Kevin Carroll",The life of,6.5,10315.0,,$ 1415082,$ 1778006,64.0,103.0,118.0,BBC 2,15/02/2013,23:51:55,the notorious bettie page,25:19:24,87.0,1.6,0.5075,0.01887,96.6,4.5743,0.55283,8.9,0.5878,0.06022,51.6,3.9634,0.59113,48.5,1.8077,0.21068
