,imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics,Channel,Date,Start time,Programme Title,End time,Dur min,'000 (U/W) Children,Share Children,TVR Children,'000 (U/W) 55+ Adults,Share 55+ Adults,TVR 55+ Adults,'000 (U/W) 16-34 Adults,Share 16-34 Adults,TVR 16-34 Adults,'000 (U/W) 45-54 Adults,Share 45-54 Adults,TVR 45-54 Adults,'000 (U/W) 16-44 Adults,Share 16-44 Adults,TVR 16-44 Adults
0,tt0002445,quo vadis?,Quo Vadis?,1913,1913-03-01,"Drama, History",120.0,Italy,Italian,Enrico Guazzoni,"Henryk Sienkiewicz, Enrico Guazzoni",Società Italiana Cines,"Amleto Novelli, Gustavo Serena, Carlo Cattaneo, Amelia Cattaneo, Lea Giunchi, Bruto Castellani, Augusto Mastripietri, Cesare Moltini, Olga Brandini, Ignazio Lupi, Giovanni Gizzi, Lia Orlandini, Matilde Guillaume, Ida Carloni Talli, Giuseppe Gambardella","An epic Italian film ""Quo Vadis"" influenced many of the later movies.",6.2,273.0,ITL 45000,,,,7.0,5.0,BBC 2,07/08/2014,13:30:15,quo vadis?,16:11:56,161.0,0.3,0.0352,0.00345,147.1,4.7979,0.82464,5.9,0.5791,0.03936,29.7,4.0524,0.33518,14.1,0.875,0.06101
1,tt0002445,quo vadis?,Quo Vadis?,1913,1913-03-01,"Drama, History",120.0,Italy,Italian,Enrico Guazzoni,"Henryk Sienkiewicz, Enrico Guazzoni",Società Italiana Cines,"Amleto Novelli, Gustavo Serena, Carlo Cattaneo, Amelia Cattaneo, Lea Giunchi, Bruto Castellani, Augusto Mastripietri, Cesare Moltini, Olga Brandini, Ignazio Lupi, Giovanni Gizzi, Lia Orlandini, Matilde Guillaume, Ida Carloni Talli, Giuseppe Gambardella","An epic Italian film ""Quo Vadis"" influenced many of the later movies.",6.2,273.0,ITL 45000,,,,7.0,5.0,BBC 2,11/02/2017,13:00:43,quo vadis?,15:42:25,161.0,24.4,1.8531,0.27144,415.5,7.2535,2.19609,54.0,2.6611,0.37223,66.1,3.4151,0.73233,71.8,2.1447,0.31958
2,tt0002445,quo vadis?,Quo Vadis?,1913,1913-03-01,"Drama, History",120.0,Italy,Italian,Enrico Guazzoni,"Henryk Sienkiewicz, Enrico Guazzoni",Società Italiana Cines,"Amleto Novelli, Gustavo Serena, Carlo Cattaneo, Amelia Cattaneo, Lea Giunchi, Bruto Castellani, Augusto Mastripietri, Cesare Moltini, Olga Brandini, Ignazio Lupi, Giovanni Gizzi, Lia Orlandini, Matilde Guillaume, Ida Carloni Talli, Giuseppe Gambardella","An epic Italian film ""Quo Vadis"" influenced many of the later movies.",6.2,273.0,ITL 45000,,,,7.0,5.0,BBC 2,11/02/2017,13:16:00,quo vadis?,15:57:42,161.0,0.0,0.0,0.0,32.3,0.5484,0.17072,0.1,0.005,0.00069,5.5,0.2757,0.06094,0.8,0.0238,0.00356
3,tt0002445,quo vadis?,Quo Vadis?,1913,1913-03-01,"Drama, History",120.0,Italy,Italian,Enrico Guazzoni,"Henryk Sienkiewicz, Enrico Guazzoni",Società Italiana Cines,"Amleto Novelli, Gustavo Serena, Carlo Cattaneo, Amelia Cattaneo, Lea Giunchi, Bruto Castellani, Augusto Mastripietri, Cesare Moltini, Olga Brandini, Ignazio Lupi, Giovanni Gizzi, Lia Orlandini, Matilde Guillaume, Ida Carloni Talli, Giuseppe Gambardella","An epic Italian film ""Quo Vadis"" influenced many of the later movies.",6.2,273.0,ITL 45000,,,,7.0,5.0,BBC 2,17/08/2017,14:31:25,quo vadis?,17:13:07,161.0,3.3,0.5143,0.03651,193.8,5.0272,1.0146,2.3,0.2788,0.01592,21.2,2.3338,0.23535,5.5,0.3807,0.02456
89,tt0011588,pollyanna,Pollyanna,1920,1920-01-18,"Family, Comedy, Drama",58.0,USA,English,Paul Powell,"Eleanor H. Porter, Catherine Chisholm Cushing",Mary Pickford Company,"Mary Pickford, Wharton James, Katherine Griffith, Helen Jerome Eddy, George Berrell, Howard Ralston, William Courtleigh, Herbert Prior",An orphan's optimistic outlook brings a change to the ill-tempered town in which she resides to her aunt.,6.4,355.0,$ 300000,,,,15.0,2.0,BBC 2,10/07/2016,13:00:26,pollyanna,15:09:18,128.0,30.1,2.576,0.33722,367.7,5.5042,1.97486,40.9,1.7604,0.28052,81.0,3.2139,0.8996,81.4,1.9328,0.36094
104,tt0013515,the prisoner of zenda,The Prisoner of Zenda,1922,1922-09-11,"Adventure, Romance",125.0,USA,None,Rex Ingram,"Anthony Hope, Mary O'Hara",Metro Pictures Corporation,"Lewis Stone, Alice Terry, Robert Edeson, Stuart Holmes, Ramon Novarro, Barbara La Marr, Malcolm McGregor, Edward Connelly, Lois Lee, John George, Snitz Edwards, Fairfax Burger, S.E. Jennings","When the king is drugged and abducted by his ambitious brother, a lookalike relative must take his place to keep the evil sibling off the throne.",6.7,452.0,$ 323062,,,,16.0,5.0,BBC 2,10/05/2014,16:22:22,the prisoner of zenda,17:58:36,96.0,10.1,0.6941,0.1156,372.1,6.4949,2.09232,8.3,0.3937,0.05522,88.4,4.0395,0.99718,37.6,1.0429,0.16205
105,tt0013515,the prisoner of zenda,The Prisoner of Zenda,1922,1922-09-11,"Adventure, Romance",125.0,USA,None,Rex Ingram,"Anthony Hope, Mary O'Hara",Metro Pictures Corporation,"Lewis Stone, Alice Terry, Robert Edeson, Stuart Holmes, Ramon Novarro, Barbara La Marr, Malcolm McGregor, Edward Connelly, Lois Lee, John George, Snitz Edwards, Fairfax Burger, S.E. Jennings","When the king is drugged and abducted by his ambitious brother, a lookalike relative must take his place to keep the evil sibling off the throne.",6.7,452.0,$ 323062,,,,16.0,5.0,BBC 2,10/05/2014,17:22:25,the prisoner of zenda,18:58:39,96.0,0.1,0.0059,0.00114,59.1,0.8069,0.33232,2.1,0.0888,0.01397,8.4,0.325,0.09475,6.9,0.1613,0.02974
106,tt0013515,the prisoner of zenda,The Prisoner of Zenda,1922,1922-09-11,"Adventure, Romance",125.0,USA,None,Rex Ingram,"Anthony Hope, Mary O'Hara",Metro Pictures Corporation,"Lewis Stone, Alice Terry, Robert Edeson, Stuart Holmes, Ramon Novarro, Barbara La Marr, Malcolm McGregor, Edward Connelly, Lois Lee, John George, Snitz Edwards, Fairfax Burger, S.E. Jennings","When the king is drugged and abducted by his ambitious brother, a lookalike relative must take his place to keep the evil sibling off the throne.",6.7,452.0,$ 323062,,,,16.0,5.0,BBC 2,17/05/2014,17:01:00,the prisoner of zenda,18:37:14,96.0,0.0,0.0,0.0,5.5,0.0897,0.03093,0.1,0.0041,0.00067,2.4,0.0967,0.02707,0.3,0.0069,0.00129
107,tt0013515,the prisoner of zenda,The Prisoner of Zenda,1922,1922-09-11,"Adventure, Romance",125.0,USA,None,Rex Ingram,"Anthony Hope, Mary O'Hara",Metro Pictures Corporation,"Lewis Stone, Alice Terry, Robert Edeson, Stuart Holmes, Ramon Novarro, Barbara La Marr, Malcolm McGregor, Edward Connelly, Lois Lee, John George, Snitz Edwards, Fairfax Burger, S.E. Jennings","When the king is drugged and abducted by his ambitious brother, a lookalike relative must take his place to keep the evil sibling off the throne.",6.7,452.0,$ 323062,,,,16.0,5.0,BBC 2,14/08/2016,13:00:58,the prisoner of zenda,14:37:12,96.0,8.3,0.9331,0.09293,500.6,10.8184,2.6872,52.8,3.0931,0.36184,101.6,6.6077,1.12726,91.3,3.2578,0.40455
108,tt0013515,the prisoner of zenda,The Prisoner of Zenda,1922,1922-09-11,"Adventure, Romance",125.0,USA,None,Rex Ingram,"Anthony Hope, Mary O'Hara",Metro Pictures Corporation,"Lewis Stone, Alice Terry, Robert Edeson, Stuart Holmes, Ramon Novarro, Barbara La Marr, Malcolm McGregor, Edward Connelly, Lois Lee, John George, Snitz Edwards, Fairfax Burger, S.E. Jennings","When the king is drugged and abducted by his ambitious brother, a lookalike relative must take his place to keep the evil sibling off the throne.",6.7,452.0,$ 323062,,,,16.0,5.0,BBC 2,27/05/2017,08:22:30,the prisoner of zenda,09:58:45,96.0,0.7,0.0815,0.00777,166.4,6.5237,0.8757,18.7,2.3104,0.12956,32.7,3.6504,0.36253,29.0,1.8804,0.12962
159,tt0015643,braveheart,Braveheart,1925,1925-12-27,Western,71.0,USA,English,Alan Hale,"Elmer Harris, Mary O'Hara",Cinema Corporation of America,"Rod La Rocque, Lillian Rich, Robert Edeson, Arthur Housman, Frank Hagney, Jean Acker, Tyrone Power Sr., Sally Rand, Henry Victor, Nipo T. Strongheart","Chief Standing Rock's tribe has a treaty protecting their fishing grounds, but a canning corporation is violating the treaty through intimidation and force. The tribe is divided as to how ...",7.0,177.0,,,,,2.0,,CH4,10/08/2013,22:52:01,braveheart,26:03:48,191.0,29.1,6.079,0.33916,121.9,4.932,0.69498,101.3,6.6922,0.68576,107.1,7.1687,1.22163,189.0,7.3676,0.82489
160,tt0015643,braveheart,Braveheart,1925,1925-12-27,Western,71.0,USA,English,Alan Hale,"Elmer Harris, Mary O'Hara",Cinema Corporation of America,"Rod La Rocque, Lillian Rich, Robert Edeson, Arthur Housman, Frank Hagney, Jean Acker, Tyrone Power Sr., Sally Rand, Henry Victor, Nipo T. Strongheart","Chief Standing Rock's tribe has a treaty protecting their fishing grounds, but a canning corporation is violating the treaty through intimidation and force. The tribe is divided as to how ...",7.0,177.0,,,,,2.0,,CH4,27/02/2016,22:55:30,braveheart,26:05:05,189.0,5.5,2.0066,0.06184,133.5,5.2002,0.72244,76.3,5.4322,0.5215,100.4,6.7714,1.11308,155.3,6.0835,0.68459
164,tt0016006,the lady,The Lady,1925,1925-02-08,Drama,96.0,USA,,Frank Borzage,"Martin Brown, Frances Marion",Norma Talmadge Film Corporation,"Norma Talmadge, Wallace MacDonald, Brandon Hurst, Alfred J. Goulding, Doris Lloyd, Johnny Fox, Paulette Duval, Emily Fitzroy, Margaret Seddon, Miles McCarthy, Marc McDermott, George Hackathorne, Walter Long","A young woman marries the wastrel son of a British aristocrat. Her husband, who has been disinherited by his father, loses what little money he has left gambling in casinos and then dies, ...",5.0,125.0,,$ 190048,,,3.0,2.0,BBC 2,08/08/2014,23:08:20,the lady,25:12:31,124.0,1.2,0.3165,0.01381,110.8,3.911,0.62114,6.6,0.3915,0.04404,25.9,1.8428,0.29229,38.9,1.3519,0.16831
165,tt0016006,the lady,The Lady,1925,1925-02-08,Drama,96.0,USA,,Frank Borzage,"Martin Brown, Frances Marion",Norma Talmadge Film Corporation,"Norma Talmadge, Wallace MacDonald, Brandon Hurst, Alfred J. Goulding, Doris Lloyd, Johnny Fox, Paulette Duval, Emily Fitzroy, Margaret Seddon, Miles McCarthy, Marc McDermott, George Hackathorne, Walter Long","A young woman marries the wastrel son of a British aristocrat. Her husband, who has been disinherited by his father, loses what little money he has left gambling in casinos and then dies, ...",5.0,125.0,,$ 190048,,,3.0,2.0,BBC 2,08/08/2014,24:08:13,the lady,26:12:24,124.0,0.0,0.0,0.0,7.3,0.5024,0.04092,1.4,0.1314,0.00934,0.2,0.0246,0.00226,6.8,0.3712,0.02942
166,tt0016006,the lady,The Lady,1925,1925-02-08,Drama,96.0,USA,,Frank Borzage,"Martin Brown, Frances Marion",Norma Talmadge Film Corporation,"Norma Talmadge, Wallace MacDonald, Brandon Hurst, Alfred J. Goulding, Doris Lloyd, Johnny Fox, Paulette Duval, Emily Fitzroy, Margaret Seddon, Miles McCarthy, Marc McDermott, George Hackathorne, Walter Long","A young woman marries the wastrel son of a British aristocrat. Her husband, who has been disinherited by his father, loses what little money he has left gambling in casinos and then dies, ...",5.0,125.0,,$ 190048,,,3.0,2.0,BBC 2,19/06/2015,23:33:25,the lady,25:37:36,124.0,2.1,1.1382,0.02405,71.6,3.6151,0.39804,10.4,1.0811,0.07084,32.4,2.6363,0.36499,21.7,1.1251,0.0955
167,tt0016006,the lady,The Lady,1925,1925-02-08,Drama,96.0,USA,,Frank Borzage,"Martin Brown, Frances Marion",Norma Talmadge Film Corporation,"Norma Talmadge, Wallace MacDonald, Brandon Hurst, Alfred J. Goulding, Doris Lloyd, Johnny Fox, Paulette Duval, Emily Fitzroy, Margaret Seddon, Miles McCarthy, Marc McDermott, George Hackathorne, Walter Long","A young woman marries the wastrel son of a British aristocrat. Her husband, who has been disinherited by his father, loses what little money he has left gambling in casinos and then dies, ...",5.0,125.0,,$ 190048,,,3.0,2.0,BBC 2,02/04/2016,23:37:04,the lady,25:41:15,124.0,0.9,0.3338,0.01011,107.2,4.6068,0.57805,43.3,3.3995,0.29698,56.6,4.0994,0.62854,64.6,2.9427,0.28593
176,tt0017736,casanova,Casanova,1927,1927,"Biography, Drama",132.0,"France, Germany",French,Alexandre Volkoff,"Norbert Falk, Ivan Mozzhukhin",Ciné-Alliance,"Ivan Mozzhukhin, Suzanne Bianchetti, Diana Karenne, Jenny Jugo, Rina De Liguoro, Nina Koshetz, Aslanoff, Bondineff, Raymond Bouamerane, Olga Day, Albert Decoeur, Devars, Dimitri Dimitriev, Paul Franceschi, Paul Guidé","A flamboyant portrait of the famous seducer seen by a former baritone of the Moscow Opera who, after a vocal accident, leaves for Germany and then France to devote himself to cinema.",6.8,171.0,,,,,4.0,2.0,BBC 1,27/11/2013,23:38:25,casanova,25:21:09,102.0,1.6,1.2261,0.0186,187.2,9.0874,1.06315,37.7,3.1142,0.25533,98.9,9.5124,1.12514,87.5,4.1605,0.38278
177,tt0017736,casanova,Casanova,1927,1927,"Biography, Drama",132.0,"France, Germany",French,Alexandre Volkoff,"Norbert Falk, Ivan Mozzhukhin",Ciné-Alliance,"Ivan Mozzhukhin, Suzanne Bianchetti, Diana Karenne, Jenny Jugo, Rina De Liguoro, Nina Koshetz, Aslanoff, Bondineff, Raymond Bouamerane, Olga Day, Albert Decoeur, Devars, Dimitri Dimitriev, Paul Franceschi, Paul Guidé","A flamboyant portrait of the famous seducer seen by a former baritone of the Moscow Opera who, after a vocal accident, leaves for Germany and then France to devote himself to cinema.",6.8,171.0,,,,,4.0,2.0,BBC 1,27/11/2013,24:37:14,casanova,26:20:06,102.0,0.0,0.0,0.0,17.3,1.8081,0.09825,0.2,0.0265,0.00135,2.6,0.4556,0.02958,6.3,0.4931,0.02756
178,tt0017736,casanova,Casanova,1927,1927,"Biography, Drama",132.0,"France, Germany",French,Alexandre Volkoff,"Norbert Falk, Ivan Mozzhukhin",Ciné-Alliance,"Ivan Mozzhukhin, Suzanne Bianchetti, Diana Karenne, Jenny Jugo, Rina De Liguoro, Nina Koshetz, Aslanoff, Bondineff, Raymond Bouamerane, Olga Day, Albert Decoeur, Devars, Dimitri Dimitriev, Paul Franceschi, Paul Guidé","A flamboyant portrait of the famous seducer seen by a former baritone of the Moscow Opera who, after a vocal accident, leaves for Germany and then France to devote himself to cinema.",6.8,171.0,,,,,4.0,2.0,BBC 2,27/07/2014,23:17:53,casanova,25:00:37,102.0,8.6,2.1409,0.09901,190.0,7.9009,1.06615,38.5,2.3537,0.2571,65.3,4.8093,0.7376,60.4,2.1956,0.26157
179,tt0402894,casanova,Casanova,2005,2006-02-17,"Adventure, Comedy, Drama",112.0,USA,English,Lasse Hallström,"Jeffrey Hatcher, Kimberly Simi",Touchstone Pictures,"Heath Ledger, Sienna Miller, Jeremy Irons, Oliver Platt, Lena Olin, Omid Djalili, Stephen Greif, Ken Stott, Helen McCrory, Leigh Lawson, Tim McInnerny, Charlie Cox, Natalie Dormer, Phil Davis, Paddy Ward",The fabled romantic,6.5,51367.0,,$ 11304403,$ 37691644,57.0,155.0,129.0,BBC 1,27/11/2013,23:38:25,casanova,25:21:09,102.0,1.6,1.2261,0.0186,187.2,9.0874,1.06315,37.7,3.1142,0.25533,98.9,9.5124,1.12514,87.5,4.1605,0.38278
180,tt0402894,casanova,Casanova,2005,2006-02-17,"Adventure, Comedy, Drama",112.0,USA,English,Lasse Hallström,"Jeffrey Hatcher, Kimberly Simi",Touchstone Pictures,"Heath Ledger, Sienna Miller, Jeremy Irons, Oliver Platt, Lena Olin, Omid Djalili, Stephen Greif, Ken Stott, Helen McCrory, Leigh Lawson, Tim McInnerny, Charlie Cox, Natalie Dormer, Phil Davis, Paddy Ward",The fabled romantic,6.5,51367.0,,$ 11304403,$ 37691644,57.0,155.0,129.0,BBC 1,27/11/2013,24:37:14,casanova,26:20:06,102.0,0.0,0.0,0.0,17.3,1.8081,0.09825,0.2,0.0265,0.00135,2.6,0.4556,0.02958,6.3,0.4931,0.02756
181,tt0402894,casanova,Casanova,2005,2006-02-17,"Adventure, Comedy, Drama",112.0,USA,English,Lasse Hallström,"Jeffrey Hatcher, Kimberly Simi",Touchstone Pictures,"Heath Ledger, Sienna Miller, Jeremy Irons, Oliver Platt, Lena Olin, Omid Djalili, Stephen Greif, Ken Stott, Helen McCrory, Leigh Lawson, Tim McInnerny, Charlie Cox, Natalie Dormer, Phil Davis, Paddy Ward",The fabled romantic,6.5,51367.0,,$ 11304403,$ 37691644,57.0,155.0,129.0,BBC 2,27/07/2014,23:17:53,casanova,25:00:37,102.0,8.6,2.1409,0.09901,190.0,7.9009,1.06615,38.5,2.3537,0.2571,65.3,4.8093,0.7376,60.4,2.1956,0.26157
188,tt0018588,enigma,"Die Frau, nach der man sich sehnt",1929,1929-04-29,Drama,76.0,Germany,German,Curtis Bernhardt,"Max Brod, Ladislaus Vajda",Terra-Filmkunst,"Marlene Dietrich, Fritz Kortner, Frida Richard, Oskar Sima, Uno Henning, Karl Etlinger, Bruno Ziener, Edith Edwards","On his honeymoon with a bride he has wed for business reasons, a man falls for a woman who is in the clutches of a sinister character.After this woman begs him to help her escape, he plots to do so using the opportunity of a masked ball.",6.7,200.0,,,,,6.0,5.0,BBC 2,31/03/2013,23:00:55,enigma,24:52:25,111.0,1.9,0.3612,0.02238,341.6,9.981,1.95325,69.1,3.1,0.46705,112.2,5.4093,1.28449,132.4,3.3522,0.57453
189,tt0018588,enigma,"Die Frau, nach der man sich sehnt",1929,1929-04-29,Drama,76.0,Germany,German,Curtis Bernhardt,"Max Brod, Ladislaus Vajda",Terra-Filmkunst,"Marlene Dietrich, Fritz Kortner, Frida Richard, Oskar Sima, Uno Henning, Karl Etlinger, Bruno Ziener, Edith Edwards","On his honeymoon with a bride he has wed for business reasons, a man falls for a woman who is in the clutches of a sinister character.After this woman begs him to help her escape, he plots to do so using the opportunity of a masked ball.",6.7,200.0,,,,,6.0,5.0,BBC 2,31/03/2013,23:45:51,enigma,25:37:21,111.0,0.0,0.0,0.0,20.5,0.9474,0.11722,1.8,0.1137,0.01217,0.6,0.0423,0.00687,2.1,0.0759,0.00911
190,tt0018588,enigma,"Die Frau, nach der man sich sehnt",1929,1929-04-29,Drama,76.0,Germany,German,Curtis Bernhardt,"Max Brod, Ladislaus Vajda",Terra-Filmkunst,"Marlene Dietrich, Fritz Kortner, Frida Richard, Oskar Sima, Uno Henning, Karl Etlinger, Bruno Ziener, Edith Edwards","On his honeymoon with a bride he has wed for business reasons, a man falls for a woman who is in the clutches of a sinister character.After this woman begs him to help her escape, he plots to do so using the opportunity of a masked ball.",6.7,200.0,,,,,6.0,5.0,BBC 2,14/03/2015,22:48:54,enigma,24:40:24,111.0,14.3,3.4955,0.16448,517.6,11.9315,2.88083,56.9,2.7858,0.38355,136.4,6.7867,1.53742,123.1,3.3331,0.5372
191,tt0018588,enigma,"Die Frau, nach der man sich sehnt",1929,1929-04-29,Drama,76.0,Germany,German,Curtis Bernhardt,"Max Brod, Ladislaus Vajda",Terra-Filmkunst,"Marlene Dietrich, Fritz Kortner, Frida Richard, Oskar Sima, Uno Henning, Karl Etlinger, Bruno Ziener, Edith Edwards","On his honeymoon with a bride he has wed for business reasons, a man falls for a woman who is in the clutches of a sinister character.After this woman begs him to help her escape, he plots to do so using the opportunity of a masked ball.",6.7,200.0,,,,,6.0,5.0,BBC 2,14/03/2015,23:49:18,enigma,25:40:49,111.0,0.1,0.0513,0.00115,20.8,0.9477,0.11577,4.1,0.3298,0.02764,6.1,0.4852,0.06876,12.7,0.5968,0.05542
192,tt0083891,enigma,Enigma,1982,1982-10-15,"Drama, Thriller",101.0,"UK, France","English, German",Jeannot Szwarc,"Michael Barak, John Briley",Archerwest,"Martin Sheen, Brigitte Fossey, Sam Neill, Derek Jacobi, Michael Lonsdale, Frank Finlay, Warren Clarke, Michael Williams, David Baxt, Kevin McNally, Michel Auclair, Alan Adair, Féodor Atkine, Patrick Bauchau, Georges Beauvilliers",A C.I.A. Agent tries to infiltrate Soviet intelligence to stop a murderous diabolical plot.,6.0,1213.0,,$ 893967,$ 893967,,15.0,9.0,BBC 2,31/03/2013,23:00:55,enigma,24:52:25,111.0,1.9,0.3612,0.02238,341.6,9.981,1.95325,69.1,3.1,0.46705,112.2,5.4093,1.28449,132.4,3.3522,0.57453
193,tt0083891,enigma,Enigma,1982,1982-10-15,"Drama, Thriller",101.0,"UK, France","English, German",Jeannot Szwarc,"Michael Barak, John Briley",Archerwest,"Martin Sheen, Brigitte Fossey, Sam Neill, Derek Jacobi, Michael Lonsdale, Frank Finlay, Warren Clarke, Michael Williams, David Baxt, Kevin McNally, Michel Auclair, Alan Adair, Féodor Atkine, Patrick Bauchau, Georges Beauvilliers",A C.I.A. Agent tries to infiltrate Soviet intelligence to stop a murderous diabolical plot.,6.0,1213.0,,$ 893967,$ 893967,,15.0,9.0,BBC 2,31/03/2013,23:45:51,enigma,25:37:21,111.0,0.0,0.0,0.0,20.5,0.9474,0.11722,1.8,0.1137,0.01217,0.6,0.0423,0.00687,2.1,0.0759,0.00911
194,tt0083891,enigma,Enigma,1982,1982-10-15,"Drama, Thriller",101.0,"UK, France","English, German",Jeannot Szwarc,"Michael Barak, John Briley",Archerwest,"Martin Sheen, Brigitte Fossey, Sam Neill, Derek Jacobi, Michael Lonsdale, Frank Finlay, Warren Clarke, Michael Williams, David Baxt, Kevin McNally, Michel Auclair, Alan Adair, Féodor Atkine, Patrick Bauchau, Georges Beauvilliers",A C.I.A. Agent tries to infiltrate Soviet intelligence to stop a murderous diabolical plot.,6.0,1213.0,,$ 893967,$ 893967,,15.0,9.0,BBC 2,14/03/2015,22:48:54,enigma,24:40:24,111.0,14.3,3.4955,0.16448,517.6,11.9315,2.88083,56.9,2.7858,0.38355,136.4,6.7867,1.53742,123.1,3.3331,0.5372
195,tt0083891,enigma,Enigma,1982,1982-10-15,"Drama, Thriller",101.0,"UK, France","English, German",Jeannot Szwarc,"Michael Barak, John Briley",Archerwest,"Martin Sheen, Brigitte Fossey, Sam Neill, Derek Jacobi, Michael Lonsdale, Frank Finlay, Warren Clarke, Michael Williams, David Baxt, Kevin McNally, Michel Auclair, Alan Adair, Féodor Atkine, Patrick Bauchau, Georges Beauvilliers",A C.I.A. Agent tries to infiltrate Soviet intelligence to stop a murderous diabolical plot.,6.0,1213.0,,$ 893967,$ 893967,,15.0,9.0,BBC 2,14/03/2015,23:49:18,enigma,25:40:49,111.0,0.1,0.0513,0.00115,20.8,0.9477,0.11577,4.1,0.3298,0.02764,6.1,0.4852,0.06876,12.7,0.5968,0.05542
196,tt0157583,enigma,Enigma,2001,2002-04-05,"Drama, Mystery, Romance",119.0,"UK, USA, Germany, Netherlands","English, German",Michael Apted,"Robert Harris, Tom Stoppard",Manhattan Pictures International,"Dougray Scott, Kate Winslet, Saffron Burrows, Jeremy Northam, Nikolaj Coster-Waldau, Tom Hollander, Donald Sumpter, Matthew Macfadyen, Richard Leaf, Ian Felce, Bohdan Poraj, Paul Rattray, Richard Katz, Tom Fisher, Robert Pugh",A young genius frantically races against time to crack an enemy code and solve the mystery surrounding the woman he loves.,6.3,19894.0,,$ 4301582,$ 15713204,64.0,178.0,119.0,BBC 2,31/03/2013,23:00:55,enigma,24:52:25,111.0,1.9,0.3612,0.02238,341.6,9.981,1.95325,69.1,3.1,0.46705,112.2,5.4093,1.28449,132.4,3.3522,0.57453
197,tt0157583,enigma,Enigma,2001,2002-04-05,"Drama, Mystery, Romance",119.0,"UK, USA, Germany, Netherlands","English, German",Michael Apted,"Robert Harris, Tom Stoppard",Manhattan Pictures International,"Dougray Scott, Kate Winslet, Saffron Burrows, Jeremy Northam, Nikolaj Coster-Waldau, Tom Hollander, Donald Sumpter, Matthew Macfadyen, Richard Leaf, Ian Felce, Bohdan Poraj, Paul Rattray, Richard Katz, Tom Fisher, Robert Pugh",A young genius frantically races against time to crack an enemy code and solve the mystery surrounding the woman he loves.,6.3,19894.0,,$ 4301582,$ 15713204,64.0,178.0,119.0,BBC 2,31/03/2013,23:45:51,enigma,25:37:21,111.0,0.0,0.0,0.0,20.5,0.9474,0.11722,1.8,0.1137,0.01217,0.6,0.0423,0.00687,2.1,0.0759,0.00911
198,tt0157583,enigma,Enigma,2001,2002-04-05,"Drama, Mystery, Romance",119.0,"UK, USA, Germany, Netherlands","English, German",Michael Apted,"Robert Harris, Tom Stoppard",Manhattan Pictures International,"Dougray Scott, Kate Winslet, Saffron Burrows, Jeremy Northam, Nikolaj Coster-Waldau, Tom Hollander, Donald Sumpter, Matthew Macfadyen, Richard Leaf, Ian Felce, Bohdan Poraj, Paul Rattray, Richard Katz, Tom Fisher, Robert Pugh",A young genius frantically races against time to crack an enemy code and solve the mystery surrounding the woman he loves.,6.3,19894.0,,$ 4301582,$ 15713204,64.0,178.0,119.0,BBC 2,14/03/2015,22:48:54,enigma,24:40:24,111.0,14.3,3.4955,0.16448,517.6,11.9315,2.88083,56.9,2.7858,0.38355,136.4,6.7867,1.53742,123.1,3.3331,0.5372
199,tt0157583,enigma,Enigma,2001,2002-04-05,"Drama, Mystery, Romance",119.0,"UK, USA, Germany, Netherlands","English, German",Michael Apted,"Robert Harris, Tom Stoppard",Manhattan Pictures International,"Dougray Scott, Kate Winslet, Saffron Burrows, Jeremy Northam, Nikolaj Coster-Waldau, Tom Hollander, Donald Sumpter, Matthew Macfadyen, Richard Leaf, Ian Felce, Bohdan Poraj, Paul Rattray, Richard Katz, Tom Fisher, Robert Pugh",A young genius frantically races against time to crack an enemy code and solve the mystery surrounding the woman he loves.,6.3,19894.0,,$ 4301582,$ 15713204,64.0,178.0,119.0,BBC 2,14/03/2015,23:49:18,enigma,25:40:49,111.0,0.1,0.0513,0.00115,20.8,0.9477,0.11577,4.1,0.3298,0.02764,6.1,0.4852,0.06876,12.7,0.5968,0.05542
200,tt1365598,enigma,Enigma,2009,2010-12-10,Sci-Fi,42.0,USA,English,"Jason Shumway, Matt Shumway","Jason Shumway, Matt Shumway",Frontier Studios,"Nadia Salamanca, Ventura Alvarez, Iris Corliss, Cory Rouse, D. Grigsby Poland, Kira Cat, Nathan Mobley, Rachel Riley, Regina Palian, Brian DeCato, Harry Williams Jr., Jason Shumway, Elena Miliaresis, Tim Becherer, Joanne Shumway","Floating dead in space, transport ship Genesis becomes an unsolvable mystery. All hands on board have been killed. What began as a simple transport mission for the crew of the Genesis, ends...",4.9,232.0,$ 50000,,,,6.0,,BBC 2,31/03/2013,23:00:55,enigma,24:52:25,111.0,1.9,0.3612,0.02238,341.6,9.981,1.95325,69.1,3.1,0.46705,112.2,5.4093,1.28449,132.4,3.3522,0.57453
